Episode;Time;Character;Type of Roll;Total Value;Natural Value;Crit?;Damage Dealt;# Kills;Notes
C2E039;03:37:54;Beau;Attack;12;5;;;;Staff
C2E039;03:39:00;Nott;Attack;13;5;;;;Disregarded due to advantage
C2E039;03:39:00;Nott;Attack;18;10;;;;TTBB1000 SA with advantage
C2E039;03:39:13;Nott;Damage;23;;;23 to Warden;;
C2E039;03:41:22;Fjord;Spell Attack;12;5;;;;Eldritch Blast
C2E039;03:41:29;Fjord;Spell Attack;Nat20;20;Y;;;Eldritch Blast
C2E039;03:41:33;Fjord;Damage;30;;;30 to Warden;;1 head pops off
C2E039;03:48:06;Caduceus;Healing;8;;;;;Healing Word (1st), Beau heals 8 points
C2E039;03:48:48;Yasha;Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E039;03:48:48;Yasha;Attack;25;18;;;;Magician's Judge with advantage
C2E039;03:48:58;Yasha;Damage;18;;;36 to Warden;;1 head pops off
C2E039;03:49:26;Yasha;Attack;22;15;;;;Magician's Judge
C2E039;03:49:36;Yasha;Damage;16;;;16 to Warden;;
C2E039;03:50:28;Caduceus;Insight;10;2;;;;
C2E039;03:51:28;Yasha;Attack;19;12;;;;Magician's Judge Sentinel AoO
C2E039;03:51:31;Yasha;Damage;12;;;12 to Warden;;
C2E039;03:53:05;Beau;Death Save;Unknown;Unknown;;;;
C2E039;03:53:56;Nott;Attack;19;11;;;;TTBB1000 SA
C2E039;03:54:06;Nott;Damage;20;;;20 to Abomination;;
C2E039;03:54:33;Nott;Attack;24;16;;;;TTBB1000
C2E039;03:54:45;Nott;Damage;10;;;10 to Abomination;1;
C2E039;03:55:18;Fjord;Spell Attack;18;11;;;;Eldritch Blast
C2E039;03:55:23;Fjord;Spell Attack;18;11;;;;Eldritch Blast
C2E039;03:55:28;Fjord;Damage;22;;;22 to Warden;;
C2E039;03:57:23;Caleb;Spell Attack;21;13;;;;Disregarded due to disadvantage
C2E039;03:57:23;Caleb;Spell Attack;11;3;;;;Fire Bolt with disadvantage
C2E039;03:59:41;Caduceus;Spell Attack;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E039;03:59:41;Caduceus;Spell Attack;13;5;;;;Guiding Bolt with disadvantage
C2E039;04:01:03;Jester;Healing;10;;;;;Cure Wounds (1st), Beau heals 10 points, is conscious
C2E039;04:02:43;Yasha;Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E039;04:02:43;Yasha;Attack;25;18;;;;Magician's Judge Reckless
C2E039;04:02:48;Yasha;Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E039;04:02:48;Yasha;Attack;25;18;;;;Magician's Judge Reckless
C2E039;04:02:58;Yasha;Damage;20;;;20 to Warden;;
C2E039;04:03:18;Yasha;Damage;10;;;10 to Warden;1;Warden dies- HDYWTDT
C2E40;00:18:56;Caduceus;Perception;27;19;;;;
C2E40;00:20:01;Beau;Perception;19;19;;;;
C2E40;00:33:19;Caleb;Arcana;17;9;;;;
C2E40;00:35:19;Nott;Investigation;25;16;;;;
C2E40;00:38:34;Fjord;Athletics;Unknown;Unknown;;;;Disregarded due to advantage
C2E40;00:38:34;Fjord;Athletics;19;16;;;;With advantage
C2E40;00:39:26;Fjord;Athletics;Unknown;Unknown;;;;Disregarded due to advantage
C2E40;00:39:26;Fjord;Athletics;14;11;;;;With advantage
C2E40;00:40:31;Fjord;Athletics;Unknown;Unknown;;;;Disregarded due to advantage
C2E40;00:40:31;Fjord;Athletics;20;17;;;;With advantage
C2E40;00:40:53;Fjord;Athletics;Unknown;Unknown;;;;Disregarded due to advantage
C2E40;00:40:53;Fjord;Athletics;Nat20;20;;;;With advantage
C2E40;00:41:34;Fjord;Investigation;23;18;;;;
C2E40;00:43:51;Fjord;Initiative;6;6;;;;
C2E40;00:47:03;Fjord;Investigation;12;7;;;;
C2E40;00:47:35;Fjord;Athletics;7;4;;;;
C2E40;00:47:52;Fjord;Deception;Nat20;20;;;;
C2E40;00:50:39;Caleb;Perception;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E40;00:50:39;Caleb;Perception;15;12;;;;With disadvantage
C2E40;00:51:55;Nott;Intelligence;12;9;;;;
C2E40;00:52:17;Nott;Investigation;Nat20;20;;;;
C2E40;00:53:54;Yasha;Strength;Unknown;Unknown;;;;
C2E40;00:54:09;Beau;Acrobatics;Unknown;Unknown;;;;Disregarded due to advantage
C2E40;00:54:09;Beau;Acrobatics;12;5;;;;With advantage
C2E40;00:56:04;Nott;Attack;16;8;;;;TTBB1000
C2E40;00:57:12;Caduceus;Damage;12;;;"30 (12 to Broodguard 1 + 12 to Broodguard 2 + 6 (12/2) to Pit Master)""";;Spirit Guardians
C2E40;00:57:36;Nott;Damage;9;;;9 to Pit Master;;
C2E40;00:57:52;Nott;Attack;16;8;;;;TTBB1000
C2E40;00:57:36;Nott;Damage;11;;;11 to Pit Master;;
C2E40;00:58:26;Beau;Initiative;20;16;;;;
C2E40;00:58:44;Yasha;Initiative;13;11;;;;
C2E40;00:58:52;Caleb;Initiative;7;6;;;;
C2E40;00:58:52;Caduceus;Initiative;7;6;;;;
C2E40;00:58:52;Jester;Initiative;7;3;;;;
C2E40;00:58:55;Nott;Initiative;9;4;;;;
C2E40;00:59:00;Fjord;Initiative;Nat1;1;;;;
C2E40;01:03:05;Caduceus;Damage;19;;;19 to Pit Master;;Spirit Guardians
C2E40;01:07:35;Yasha;Attack;19;12;;;;Magician's Judge Reckless
C2E40;01:07:47;Yasha;Damage;13;;;13 to Broodguard 2;;
C2E40;;Yasha;Attack;19;12;;;;Magician's Judge Reckless
C2E40;01:08:00;Yasha;Damage;13;;;13 to Broodguard 2;;
C2E40;01:09:30;Nott;Spell Attack;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E40;01:09:30;Nott;Spell Attack;15;9;;;;Shocking Grasp with disadvantage
C2E40;01:09:45;Nott;Damage;8;;;8 to Broodguard 1;;
C2E40;01:12:14;Jester;Damage;10;;;10 Necrotic to Broodguard 1;;Toll the Dead
C2E40;01:14:16;Fjord;Spell Attack;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E40;01:14:16;Fjord;Spell Attack;16;9;;;;Eldritch Blast with disadvantage
C2E40;01:14:23;Fjord;Damage;9;;;9 to Broodguard 2;;
C2E40;01:14:37;Fjord;Spell Attack;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E40;01:14:37;Fjord;Spell Attack;16;9;;;;Eldritch Blast with disadvantage
C2E40;01:14:56;Fjord;Damage;11;;;11 to Broodguard 2;1;
C2E40;01:17:43;Caduceus;Damage;16;;;16 to Pit Master;;Spirit Guardians
C2E40;01:19:38;Caduceus;Damage;15;;;15 to Broodguard 1;1;Spirit Guardians
C2E40;01:22:17;Nott;Attack;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E40;01:22:17;Nott;Attack;15;7;;;;Shortsword SA with disadvantage
C2E40;01:22:34;Nott;Damage;15;;;15 to Pit Master;1;HDYWTDT
C2E40;01:23:29;Nott;Constitution Save;12;10;;;;
C2E40;01:24:05;Jester;Constitution Save;9;7;;;;
C2E40;01:24:30;Caduceus;Constitution Save;8;6;;;;
C2E40;01:25:51;Caleb;Dexterity;Nat20;20;;;;Disregarded due to disadvantage
C2E40;01:25:51;Caleb;Dexterity;4;3;;;;With disadvantage
C2E40;01:26:53;Fjord;Constitution Save;9;4;;;;
C2E40;01:27:09;Caleb;Constitution Save;15;13;;;;
C2E40;01:29:57;Caduceus;Death Save;14;14;;;;Caduceus succeeds 1 death save
C2E40;01:32:34;Fjord;Dexterity;12;11;;;;
C2E40;01:34:35;Beau;Dexterity;24;19;;;;
C2E40;01:34:36;Caleb;Dexterity;3;2;;;;
C2E40;01:34:44;Nott;Dexterity;Nat20;20;;;;
C2E40;01:34:50;Jester;Dexterity;22;18;;;;
C2E40;01:34:52;Yasha;Dexterity;18;16;;;;
C2E40;01:38:22;Beau;Acrobatics;Nat20;20;;;;
C2E40;01:38:23;Fjord;Acrobatics;Nat20;20;;;;
C2E40;01:38:26;Yasha;Acrobatics;5;3;;;;
C2E40;01:38:30;Caleb;Acrobatics;20;19;;;;
C2E40;01:38:33;Nott;Acrobatics;23;16;;;;
C2E40;01:38:37;Jester;Acrobatics;23;19;;;;
C2E40;01:39:48;Jester;Healing;5;;;;;Cure Wounds (1st), Caduceus heals 5 points, is conscious
C2E40;01:42:16;Caleb;Survival;Unknown;Unknown;;;;Disregarded due to advantage
C2E40;01:42:16;Caleb;Survival;Nat20;20;;;;With advantage
C2E40;01:43:29;Yasha;Athletics;Unknown;Unknown;;;;Disregarded due to advantage
C2E40;01:43:29;Yasha;Athletics;22;16;;;;With advantage
C2E40;01:44:57;Caduceus;Deception;15;12;;;;
C2E40;01:48:00;Nott;Strength;15;15;;;;
C2E40;01:48:50;Caleb;Spell Attack;20;15;;;;Scorching Ray
C2E40;01:48:54;Caleb;Spell Attack;12;7;;;;Scorching Ray
C2E40;01:49:03;Caleb;Spell Attack;7;2;;;;Scorching Ray
C2E40;01:49:40;Caleb;Damage;12;;;12 to Keg;;
C2E40;01:51:24;Fjord;Constitution Save;23;18;;;;
C2E40;01:51:25;Yasha;Constitution Save;20;15;;;;
C2E40;01:51:30;Beau;Constitution Save;11;9;;;;
C2E40;01:51:31;Caleb;Constitution Save;Nat1;1;;;;1 point of exhaustion
C2E40;01:51:34;Nott;Constitution Save;10;8;;;;
C2E40;01:51:39;Jester;Constitution Save;8;6;;;;1 point of exhaustion
C2E40;01:51:43;Caduceus;Constitution Save;18;16;;;;
C2E40;01:54:31;Nott;Stealth;Unknown;Unknown;;;;Disregarded due to advantage
C2E40;01:54:31;Nott;Stealth;22;12;;;;With advantage
C2E40;01:55:40;Nott;Arcana;20;17;;;;
C2E40;01:58:34;Fjord;Constitution Save;12;7;;;;
C2E40;01:58:36;Yasha;Constitution Save;9;4;;;;1 point of exhaustion
C2E40;01:58:42;Beau;Constitution Save;20;18;;;;
C2E40;01:58:44;Caleb;Constitution Save;Nat2;2;;;;1 point of exhaustion
C2E40;01:58:56;Nott;Constitution Save;Unknown;Unknown;;;;1 point of exhaustion
C2E40;01:58:56;Jester;Constitution Save;16;14;;;;
C2E40;01:59:01;Caduceus;Constitution Save;10;8;;;;1 point of exhaustion
C2E40;01:59:52;Yasha;Strength;Nat20;20;;;;Disregarded due to disadvantage
C2E40;01:59:52;Yasha;Strength;19;19;;;;With disadvantage
C2E40;02:01:47;Caleb;Arcana;Nat1;1;;;;
C2E40;02:22:15;Beau;History;17;15;;;;
C2E40;02:45:19;Fjord;Deception;23;16;;;;
C2E40;02:52:45;Fjord;Constitution;16;11;;;;
C2E40;02:54:15;Fjord;Stealth;18;18;;;;
C2E40;02:56:17;Caleb;Hit Points;4;2;;;;
C2E40;02:56:21;Fjord;Hit Points;9;5;;;;
C2E40;02:56:26;Beau;Hit Points;5;2;;;;
C2E40;02:56:32;Nott;Hit Points;10;8;;;;
C2E40;02:56:51;Caduceus;Hit Points;6;Unknown;;;;Unsure if total or natural
C2E41;00:37:55;Jester;Dexterity;17;13;;;;
C2E41;00:45:58;Fjord;Perception;20;19;;;;
C2E41;00:48:53;Caduceus;Perception;22;14;;;;
C2E41;00:49:20;Jester;Perception;Unknown;Unknown;;;;
C2E41;00:58:03;Nott;Intelligence;Nat1;1;;;;
C2E41;01:00:42;Nott;Intelligence;20;17;;;;
C2E41;01:05:55;Caduceus;Intimidation;22;19;;;;
C2E41;01:09:46;Caleb;Intimidation;11;4;;;;
C2E41;01:12:03;Beau;Investigation;24;19;;;;
C2E41;01:18:06;Fjord;Intimidation;23;16;;;;
C2E41;01:21:08;Beau;Perception;6;3;;;;Disregarded due to advantage
C2E41;01:21:08;Beau;Perception;7;4;;;;
C2E41;01:22:51;Jester;Persuasion;17;13;;;;
C2E41;01:24:15;Jester;Dexterity;19;15;;;;
C2E41;01:26:45;Yasha;Initiative;19;17;;;;
C2E41;01:26:48;Fjord;Initiative;6;6;;;;
C2E41;01:26:53;Beau;Initiative;18;14;;;;
C2E41;01:27:45;Yasha;Attack;11;4;;;;Magician's Judge against Guard
C2E41;01:27:49;Yasha;Attack;12;5;;;;Magician's Judge against Guard
C2E41;01:28:29;Beau;Attack;19;12;;;;Unarmed Strike against Guard
C2E41;01:28:39;Caleb;Initiative;9;9;;;;
C2E41;01:28:51;Beau;Damage;5;;;5 to Guard;;
C2E41;01:29:39;Beau;Attack;20;13;;;;Unarmed Strike against Guard
C2E41;01:29:45;Beau;Damage;6;;;6 to Guard;;
C2E41;01:30:32;Beau;Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E41;01:30:32;Beau;Attack;Nat18;18;;;;Unarmed Strike against Guard
C2E41;01:30:38;Beau;Damage;5;;;5 to Guard;;
C2E41;01:32:30;Caleb;Spell Attack;15;7;;;;Vampiric Touch via Frumpkin against Guard
C2E41;01:32:47;Caleb;Damage;8;;;8 to Guard;;
C2E41;01:33:30;Fjord;Intimidation;24;16;;;;
C2E41;01:33:30;Fjord;Intimidation;Unknown;Unknown;;;;Disregarded due to advantage
C2E41;01:33:47;Yasha;Athletics;21;15;;;;
C2E41;01:33:47;Yasha;Athletics;Unknown;Unknown;;;;Disregarded due to advantage
C2E41;01:36:53;Fjord;Insight;8;10;;;;
C2E41;01:41:18;Caduceus;Healing;14;;;Fjord and Soma heal 14;;Prayer of Healing
C2E41;01:44:54;Nott;Investigation;20;11;;;;
C2E41;01:45:51;Nott;Thieves' Tools;28;18;;;;
C2E41;01:46:45;Nott;Thieves' Tools;27;17;;;;
C2E41;01:55:50;Nott;Deception;10;13;;;;
C2E41;01:58:22;Beau;Sleight of Hand;Nat1;1;;;;
C2E41;01:59:25;Caduceus;Healing;13;;;Fjord heals 13;;Cure Wounds
C2E41;02:22:22;Caduceus;Perception;15;7;;;;
C2E41;02:30:10;Caleb;Perception;22;14;;;;
C2E41;02:49:33;Nott;Sleight of Hand;Nat1;1;;;;
C2E41;02:50:23;Nott;Dexterity;15;11;;;;
C2E41;02:51:59;Jester;Perception;Nat20;20;;;;
C2E41;02:52:06;Caduceus;Perception;14;6;;;;
C2E41;02:52:08;Nott;Perception;19;19;;;;
C2E41;02:52:10;Caleb;Perception;14;11;;;;
C2E41;02:52:11;Beau;Perception;20;17;;;;
C2E41;02:52:16;Yasha;Perception;19;17;;;;
C2E41;02:52:18;Fjord;Perception;10;9;;;;
C2E41;02:53:53;Fjord;History;17;15;;;;
C2E41;02:53:58;Caleb;History;25;17;;;;
C2E41;02:54:01;Beau;History;11;5;;;;
C2E41;03:13:04;Fjord;Perception;9;8;;;;
C2E41;03:23:44;Fjord;Perception;17;16;;;;
C2E42;00:24:54;Caduceus;Insight;26;18;;;;
C2E42;00:30:50;Caleb;Deception;17;11;;;;
C2E42;00:33:42;Jester;Attack;15;9;;4 to Sorris;;Unarmed Strike
C2E42;00:34:08;Jester;Initiative;16;12;;;;
C2E42;00:34:38;Jester;Athletics;16;13;;;;
C2E42;00:35:49;Jester;Attack;Nat1;1;;;;Unarmed Strike
C2E42;00:36:50;Jester;Attack;23;17;;4 to Sorris;;Unarmed Strike
C2E42;00:37:22;Jester;Attack;16;10;;;;Unarmed Strike (Grapple)
C2E42;00:37:36;Jester;Athletics;5;2;;;;
C2E42;00:38:22;Jester;Attack;19;13;;4 to Sorris;;Unarmed Strike
C2E42;00:38:47;Jester;Athletics;6;3;;;;
C2E42;00:39:23;Jester;Attack;13;7;;;;Unarmed Strike
C2E42;00:40:13;Jester;Attack;16;10;;4 to Sorris;;Unarmed Strike
C2E42;00:41:26;Jester;Healing;6;;;;;Cure Wounds (1st), Sorris heals 6 points
C2E42;00:41:47;Jester;Persuasion;21;17;;;;
C2E42;00:53:26;Fjord;History;17;15;;;;
C2E42;00:53:40;Jester;History;19;18;;;;
C2E42;00:53:40;Caleb;History;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E42;00:53:40;Caleb;History;13;5;;;;With disadvantage
C2E42;01:01:54;Jester;Perception;15;11;;;;
C2E42;01:01:54;Caduceus;Perception;11;3;;;;
C2E42;01:14:38;Caleb;Perception;11;8;;;;
C2E42;01:28:48;Jester;Hit Dice;Unknown;Unknown;;;;Jester heals unknown points
C2E42;01:33:22;Jester;Perception;19;15;;;;
C2E42;01:33:22;Beau;Perception;21;18;;;;
C2E42;01:33:22;Caduceus;Perception;26;18;;;;
C2E42;01:34:47;Fjord;History;19;17;;;;
C2E42;01:34:50;Caleb;History;12;4;;;;
C2E42;01:48:27;Fjord;Other;Nat1;1;;;;To see if the mission will succeed
C2E42;01:57:36;Beau;Perception;13;10;;;;
C2E42;02:06:16;Fjord;Perception;11;10;;;;
C2E42;02:06:31;Fjord;Perception;3;2;;;;
C2E42;02:07:31;Fjord;Perception;3;2;;;;
C2E42;02:13:43;Jester;Stealth;Nat20;20;;;;With PWaT
C2E42;02:13:46;Nott;Stealth;28;8;;;;With PWaT
C2E42;02:15:14;Frumpkin;Perception;6;3;;;;With disadvantage
C2E42;02:15:14;Frumpkin;Perception;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E42;02:16:37;Nott;Investigation;19;10;;;;
C2E42;02:16:40;Jester;Investigation;9;8;;;;
C2E42;02:19:02;Nott;Investigation;12;3;;;;
C2E42;02:20:20;Nott;Thieves' Tools;15;5;;;;
C2E42;02:20:38;Jester;Strength;18;15;;;;
C2E42;02:23:54;Nott;Stealth;33;13;;;;With PWaT
C2E42;02:23:57;Jester;Stealth;18;14;;;;With PWaT
C2E42;02:26:33;Nott;Constitution Save;Nat1;1;;;;Disregarded due to fragment of possibility
C2E42;02:26:33;Nott;Constitution Save;9;7;;;;With Fragment of Possibility, Nott is confused
C2E42;02:28:02;Nott;Wisdom Save;11;11;;;;
C2E42;02:29:23;Nott;Wisdom Save;19;19;;;;
C2E42;02:31:39;Caleb;Performance;5;2;;;;
C2E42;02:36:21;Caduceus;Healing;18;;;;;Cure Wounds (2nd), Waldok heals 18 points
C2E42;02:37:37;Nott;Strength;19;19;;;;
C2E42;02:39:15;Nott;Perception;Unknown;Unknown;;;;Disregarded due to advantage
C2E42;02:39:15;Nott;Perception;19;19;;;;With advantage
C2E42;02:39:18;Jester;Perception;Unknown;Unknown;;;;Disregarded due to advantage
C2E42;02:39:18;Jester;Perception;22;18;;;;With advantage
C2E42;02:41:57;Nott;Stealth;36;16;;;;With PWaT
C2E42;02:42:03;Jester;Stealth;21;7;;;;With PWaT
C2E42;02:44:20;Nott;Athletics;14;14;;;;Disregarded
C2E42;02:44:20;Jester;Athletics;19;16;;;;
C2E42;02:45:01;Jester;Stealth;Nat20;20;;;;With PWaT
C2E42;02:45:02;Nott;Stealth;38;18;;;;With PWaT
C2E42;02:47:42;Caleb;Perception;12;9;;;;
C2E42;02:48:24;Beau;Intimidation;9;8;;;;
C2E42;02:54:30;Caduceus;Perception;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E42;02:54:30;Caduceus;Perception;22;14;;;;With disadvantage
C2E42;02:56:33;Beau;Insight;10;4;;;;
C2E42;02:57:56;Beau;Deception;15;11;;;;
C2E42;02:59:20;Caduceus;Medicine;23;15;;;;
C2E42;03:00:02;Caduceus;Healing;21;;;;;Cure Wounds (2nd), Bart heals 21 points
C2E42;03:00:57;Caduceus;Deception;7;4;;;;
C2E42;03:02:27;Nott;Perception;7;7;;;;
C2E42;03:02:33;Beau;Perception;7;4;;;;
C2E42;03:07:15;Jester;Deception;8;4;;;;
C2E42;03:07:15;Caduceus;Insight;13;5;;;;
C2E42;03:14:34;Caleb;Intelligence;Nat20;20;;;;
C2E42;03:29:57;Jester;Perception;13;9;;;;
C2E42;03:35:04;Jester;Perception;7;3;;;;
C2E42;03:35:56;Jester;Persuasion;22;18;;;;
C2E42;03:36:21;Jester;Sleight of Hand;15;9;;;;
C2E43;00:17:20;Caleb;Damage;17;;;"101 Fire {16 [8 (17/2) to Vera+ 8 (17/2) to Crew] + 85 [17 to Bouldergut + 17 to Crew + 17 to Avantika + 17 to Crew]}""";;
C2E43;00:18:01;Jester;Initiative;19;15;;;;
C2E43;00:18:48;Beau;Initiative;24;Unknown;;;;With Boots
C2E43;00:19:00;Yasha;Initiative;Unknown;Unknown;;;;Disregarded due to advantage
C2E43;00:19:00;Yasha;Initiative;15;13;;;;With advantage
C2E43;00:19:14;Caduceus;Initiative;12;11;;;;
C2E43;00:19:17;Fjord;Initiative;11;11;;;;
C2E43;00:19:29;Caleb;Initiative;8;7;;;;
C2E43;00:19:43;Nott;Initiative;9;5;;;;
C2E43;00:22:16;Caleb;Counterspell;14;9;;;;With disadvantage
C2E43;00:22:16;Caleb;Counterspell;19;14;;;;Disregarded due to disadvantage
C2E43;00:22:59;Caleb;Perception;Nat20;20;;;;Disregarded due to disadvantage
C2E43;00:22:59;Caleb;Perception;19;16;;;;With disadvantage
C2E43;00:31:48;Caleb;Damage;24;;;24 Fire to Bouldergut;;Wall of Fire
C2E43;00:32:47;Caleb;Constitution Save;Nat20;20;;;;Concentration
C2E43;00:33:20;Caleb;Constitution Save;7;5;;;;Concentration
C2E43;00:34:52;Fjord;Damage;18;;;18 Thunder to Bouldergut;;Thunder Step
C2E43;00:36:08;Nott;Attack;14;6;;;;TTBB1000
C2E43;00:37:55;Nott;Dexterity Save;19;12;;;;Against Ice Storm
C2E43;00:37:58;Caduceus;Dexterity Save;20;19;;11 (22/2) Cold to Caduceus;;Against Ice Storm
C2E43;00:38:15;Yasha;Dexterity Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E43;00:38:15;Yasha;Dexterity Save;11;9;;;;Disregarded due to Fanatical Focus
C2E43;00:38:45;Yasha;Dexterity Save;21;19;;11 (22/2) Cold to Yasha;;Against Ice Storm with advantage and with Fanatical Focus
C2E43;00:51:57;Jester;Deception;14;10;;;;
C2E43;00:53:40;Yasha;Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E43;00:53:40;Yasha;Attack;17;10;;;;Magician's Judge Reckless
C2E43;00:53:46;Yasha;Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E43;00:53:46;Yasha;Attack;25;18;;;;Magician's Judge Reckless
C2E43;00:53:59;Yasha;Damage;14;;;14 to Avantika;;
C2E43;01:00:18;Fjord;Persuasion;6;2;;;;With disadvantage
C2E43;01:00:18;Fjord;Persuasion;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E43;01:07:30;Caleb;Death Save;17;17;;;;Caleb succeeds 1 death save
C2E43;01:08:11;Yasha;Athletics;24;18;;;;With advantage
C2E43;01:08:11;Yasha;Athletics;21;15;;;;Disregarded due to advantage
C2E43;01:08:22;Yasha;Athletics;12;6;;;;Disregarded due to advantage
C2E43;01:08:22;Yasha;Athletics;21;15;;;;With advantage
C2E43;01:09:18;Caduceus;Acrobatics;20;19;;;;
C2E43;01:09:53;Yasha;Athletics;Unknown;Unknown;;;;Disregarded due to advantage
C2E43;01:09:53;Yasha;Athletics;16;10;;;;With advantage
C2E43;01:10:08;Nott;Acrobatics;15;8;;;;
C2E43;01:10:22;Nott;Acrobatics;Nat20;20;;;;
C2E43;01:10:44;Nott;Acrobatics;12;5;;;;
C2E43;01:15:00;Beau;Persuasion;13;12;;;;
C2E43;01:22:35;Jester;Deception;20;16;;;;
C2E43;01:24:01;Yasha;Athletics;22;16;;;;With advantage
C2E43;01:24:01;Yasha;Athletics;Unknown;Unknown;;;;Disregarded due to advantage
C2E43;01:27:14;Caduceus;Healing;9;;;;;Healing Word (1st), Yasha heals 9 points
C2E43;01:28:04;Fjord;Athletics;17;14;;;;
C2E43;01:30:21;Fjord;Healing;9;;;;;Potion of Regular Healing, Caleb heals 9 points, is conscious
C2E43;01:33:37;Caleb;Damage;31;;;"172 Fire {45 [15 (31/2) to Crew + 15 (31/2) to Crew + 15 (31/2) to Ipess] + 124 [31 to Bouldergut + 31 to Crew + 31 to Vera + 31 to Crew] + 3 to Barlgura}""";6;"Fireball; 4 Crew, Vera, and Barlgura die"
C2E43;01:37:41;Caleb;Wisdom Save;18;12;;;;Caleb is stunned
C2E43;01:41:42;Nott;Acrobatics;10;3;;;;
C2E43;01:41:46;Nott;Acrobatics;17;10;;;;
C2E43;01:43:06;Nott;Acrobatics;9;2;;;;
C2E43;01:49:55;Jester;Deception;8;4;;;;
C2E43;01:55:01;Beau;Deception;17;13;;;;
C2E43;01:58:53;Yasha;Hit Dice;Unknown;Unknown;;;;Yasha heals unknown points
C2E43;01:58:53;Caduceus;Hit Dice;Unknown;Unknown;;;;Caduceus heals unknown points
C2E43;01:58:53;Nott;Hit Dice;Unknown;Unknown;;;;Nott heals unknown points
C2E43;02:05:59;Beau;Deception;Unknown;Unknown;;;;Disregarded due to advantage
C2E43;02:05:59;Beau;Deception;22;18;;;;With advantage
C2E43;02:06:07;Caleb;Insight;22;16;;;;With disadvantage
C2E43;02:06:07;Caleb;Insight;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E43;02:09:44;Fjord;Persuasion;Nat20;20;;;;
C2E43;02:17:17;Jester;Perception;Nat1;1;;;;Disregarded due to disadvantage
C2E43;02:17:17;Jester;Perception;Nat1;1;;;;With disadvantage
C2E43;02:21:28;Caduceus;Persuasion;15;12;;;;
C2E43;02:33:02;Caleb;Investigation;26;18;;;;With disadvantage
C2E43;02:33:02;Caleb;Investigation;27;19;;;;Disregarded due to disadvantage
C2E43;02:33:28;Nott;Investigation;19;10;;;;
C2E43;02:53:52;Caduceus;Wisdom;16;11;;;;
C2E43;02:54:00;Jester;Wisdom;6;2;;;;
C2E43;02:54:04;Jester;Wisdom;8;4;;;;
C2E43;02:54:16;Caduceus;Wisdom;19;14;;;;
C2E43;02:54:26;Jester;Wisdom;15;11;;;;
C2E43;02:54:27;Caduceus;Wisdom;14;9;;;;
C2E43;02:54:48;Fjord;Intelligence;13;11;;;;
C2E43;02:55:25;Jester;Wisdom;20;16;;;;
C2E43;02:55:31;Caduceus;Wisdom;20;15;;;;
C2E43;02:55:35;Jester;Wisdom;Unknown;Unknown;;;;
C2E43;02:55:36;Caduceus;Wisdom;14;9;;;;
C2E43;02:55:43;Jester;Wisdom;16;12;;;;
C2E43;02:55:45;Caduceus;Wisdom;19;14;;;;
C2E43;02:55:57;Jester;Wisdom;6;2;;;;
C2E43;02:55:57;Caduceus;Wisdom;24;19;;;;
C2E43;02:56:05;Fjord;Intelligence;11;9;;;;
C2E43;02:57:09;Jester;Wisdom;Unknown;Unknown;;;;
C2E43;02:58:06;Jester;Wisdom;Unknown;Unknown;;;;
C2E43;02:58:08;Caduceus;Wisdom;Unknown;Unknown;;;;
C2E43;02:58:15;Fjord;Intelligence;20;18;;;;
C2E43;02:58:27;Jester;Wisdom;18;14;;;;
C2E43;02:58:28;Caduceus;Wisdom;15;10;;;;
C2E43;02:58:37;Caduceus;Wisdom;19;14;;;;
C2E43;02:58:40;Jester;Wisdom;Unknown;Unknown;;;;
C2E43;02:58:47;Jester;Wisdom;21;17;;;;
C2E43;03:01:21;Frumpkin;Perception;13;11;;;;
C2E43;03:01:34;Frumpkin;Perception;17;15;;;;
C2E43;03:10:23;Fjord;Perception;19;18;;;;
C2E43;03:10:25;Nott;Perception;4;4;;;;With disadvantage
C2E43;03:20:00;Beau;Perception;Nat1;1;;;;
C2E43;03:20:22;Caleb;Perception;9;6;;;;
C2E43;03:20:25;Nott;Perception;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E43;03:20:26;Jester;Perception;14;10;;;;
C2E43;03:20:29;Caduceus;Perception;16;8;;;;
C2E43;03:20:34;Yasha;Perception;5;3;;;;
C2E044;00:18:43;Fjord;Perception;6;5;;;;Disregarded due to disadvantage
C2E044;00:18:43;Fjord;Perception;Nat1;1;;;;With disadvantage
C2E044;00:18:59;Caduceus;Perception;22;14;;;;Disregarded due to disadvantage
