Episode,Time,Character,roll_type,tot_value,nat_value,num_kills
28,00:39:44,Frumpkin,Perception,,,0.0
28,00:39:44,Frumpkin,Perception,21.0,18.0,0.0
28,00:45:42,Beau,Investigation,10.0,5.0,0.0
28,00:46:32,Nila,Nature,17.0,15.0,0.0
28,00:48:20,Caleb,Perception,16.0,13.0,0.0
28,00:49:06,Nott,Acrobatics,19.0,12.0,0.0
28,00:50:52,Beau,Investigation,21.0,16.0,0.0
28,00:52:49,Caleb,Stealth,9.0,8.0,0.0
28,00:52:58,Nott,Perception,13.0,13.0,0.0
28,00:53:54,Nott,Stealth,12.0,2.0,0.0
28,00:57:20,Caleb,Insight,19.0,13.0,0.0
28,01:13:46,Nila,Survival,21.0,14.0,0.0
28,01:13:46,Nila,Survival,21.0,14.0,0.0
28,01:14:27,Nott,Attack,12.0,4.0,0.0
28,01:14:37,Nott,Attack,20.0,20.0,0.0
28,01:14:56,Nott,Damage,16.0,,0.0
28,01:15:28,Beau,Deflect Missiles,18.0,,0.0
28,01:15:47,Nott,Attack,23.0,15.0,0.0
28,01:15:54,Nott,Damage,8.0,,0.0
28,01:17:16,Caduceus,Healing,6.0,,0.0
28,01:28:08,Caduceus,Wisdom,21.0,16.0,0.0
28,01:30:29,Caduceus,Stealth,7.0,6.0,0.0
28,01:30:30,Nott,Stealth,26.0,16.0,0.0
28,01:30:32,Keg,Stealth,,,0.0
28,01:30:32,Keg,Stealth,7.0,,0.0
28,01:30:33,Caleb,Stealth,10.0,9.0,0.0
28,01:30:34,Beau,Stealth,12.0,5.0,0.0
28,01:30:35,Nila,Stealth,20.0,18.0,0.0
28,01:34:32,Frumpkin,Perception,,,0.0
28,01:34:32,Frumpkin,Perception,18.0,15.0,0.0
28,01:56:44,Keg,Perception,20.0,18.0,0.0
28,02:00:16,Beau,Stealth,20.0,13.0,0.0
28,02:00:43,Nila,Stealth,15.0,3.0,0.0
28,02:01:29,Keg,Attack,15.0,8.0,0.0
28,02:01:29,Keg,Attack,1.0,1.0,0.0
28,02:01:33,Nott,Attack,20.0,20.0,0.0
28,02:01:33,Nott,Attack,3.0,3.0,0.0
28,02:01:53,Nott,Damage,24.0,,0.0
28,02:02:03,Keg,Damage,5.0,,0.0
28,02:02:12,Nott,Attack,24.0,16.0,0.0
28,02:02:16,Nott,Damage,9.0,,1.0
28,02:02:28,Keg,Strength,10.0,3.0,0.0
28,02:03:30,Beau,Attack,,,0.0
28,02:03:30,Beau,Attack,15.0,8.0,0.0
28,02:03:49,Beau,Damage,6.0,,0.0
28,02:04:49,Nila,Attack,,,0.0
28,02:04:49,Nila,Attack,17.0,10.0,0.0
28,02:05:11,Nila,Damage,13.0,,0.0
28,02:05:20,Beau,Attack,23.0,16.0,0.0
28,02:05:20,Beau,Attack,,,0.0
28,02:05:34,Beau,Damage,12.0,,1.0
28,02:07:20,Keg,Strength,24.0,17.0,0.0
28,02:08:06,Frumpkin,Perception,,,0.0
28,02:08:06,Frumpkin,Perception,19.0,16.0,0.0
28,02:10:00,Nott,Investigation,15.0,9.0,0.0
28,02:11:04,Nila,Investigation,16.0,17.0,0.0
28,02:11:55,Keg,Stealth,12.0,7.0,0.0
28,02:11:55,Keg,Stealth,,,0.0
28,02:12:16,Nila,Stealth,4.0,4.0,0.0
28,02:11:35,Nott,Stealth,,,0.0
28,02:12:55,Caduceus,Perception,16.0,8.0,0.0
28,02:13:38,Beau,Perception,20.0,20.0,0.0
28,02:14:17,Nott,Thieves' Tools,23.0,16.0,0.0
28,02:18:06,Keg,Stealth,,,0.0
28,02:18:06,Keg,Stealth,17.0,2.0,0.0
28,02:18:08,Nott,Stealth,23.0,13.0,0.0
28,02:18:15,Nila,Stealth,12.0,2.0,0.0
28,02:19:17,Caduceus,Deception,,,0.0
28,02:19:17,Caduceus,Deception,20.0,20.0,0.0
28,02:23:45,Frumpkin,Stealth,18.0,14.0,0.0
28,02:29:07,Keg,Perception,14.0,12.0,0.0
28,02:30:55,Nott,Investigation,22.0,16.0,0.0
28,02:31:07,Nott,Thieves' Tools,9.0,2.0,0.0
28,02:33:36,Nott,Stealth,1.0,1.0,0.0
28,02:34:28,Keg,Initiative,10.0,10.0,0.0
28,02:34:33,Caleb,Initiative,20.0,20.0,0.0
28,02:34:37,Beau,Initiative,21.0,17.0,0.0
28,02:34:37,Beau,Other,7.0,,0.0
28,02:35:12,Nott,Initiative,15.0,11.0,0.0
28,02:35:14,Nila,Initiative,18.0,16.0,0.0
28,02:35:23,Caduceus,Initiative,12.0,11.0,0.0
28,02:36:44,Beau,Dexterity,20.0,20.0,0.0
28,02:41:01,Nila,Damage,12.0,,0.0
28,02:42:04,Nott,Thieves' Tools,12.0,5.0,0.0
28,02:43:48,Keg,Attack,17.0,,0.0
28,02:43:56,Keg,Damage,8.0,,0.0
28,02:44:13,Keg,Attack,22.0,15.0,0.0
28,02:44:20,Keg,Damage,11.0,,1.0
28,02:44:39,Keg,Attack,11.0,4.0,0.0
28,02:44:56,Keg,Attack,12.0,5.0,0.0
28,02:45:59,Beau,Acrobatics,14.0,7.0,0.0
28,02:47:17,Caleb,Spell Attack,15.0,7.0,0.0
28,02:47:34,Caleb,Damage,10.0,,0.0
28,02:50:54,Nila,Attack,19.0,12.0,0.0
28,02:50:54,Nila,Attack,,,0.0
28,02:51:07,Nila,Damage,10.0,,0.0
28,02:56:17,Caduceus,Acrobatics,14.0,13.0,0.0
28,02:57:02,Keg,Attack,18.0,11.0,0.0
28,02:57:07,Keg,Damage,9.0,,1.0
28,02:58:12,Keg,Attack,11.0,4.0,0.0
28,02:58:12,Keg,Attack,,,0.0
28,02:58:39,Keg,Attack,20.0,13.0,0.0
28,02:58:39,Keg,Attack,,,0.0
28,02:58:47,Keg,Damage,10.0,,0.0
28,02:59:19,Keg,Attack,,,0.0
28,02:59:19,Keg,Attack,14.0,7.0,0.0
28,02:59:44,Keg,Attack,,,0.0
28,02:59:44,Keg,Attack,17.0,10.0,0.0
28,02:59:49,Keg,Damage,11.0,,0.0
28,02:59:57,Keg,Attack,20.0,20.0,0.0
28,02:59:57,Keg,Attack,,,0.0
28,03:00:19,Keg,Damage,14.0,,0.0
28,03:04:47,Caleb,Spell Attack,,,0.0
28,03:04:47,Caleb,Spell Attack,13.0,5.0,0.0
28,03:07:20,Nila,Strength,19.0,17.0,0.0
28,03:09:22,Nott,Thieves' Tools,13.0,6.0,0.0
28,03:09:32,Nott,Thieves' Tools,,,0.0
28,03:11:35,Caduceus,Healing,6.0,,0.0
28,03:12:57,Beau,Attack,17.0,10.0,0.0
28,03:12:57,Beau,Attack,20.0,13.0,0.0
28,03:13:23,Beau,Damage,5.0,,0.0
28,03:13:29,Beau,Attack,,,0.0
28,03:13:29,Beau,Attack,21.0,14.0,0.0
28,03:13:33,Beau,Damage,8.0,,0.0
28,03:14:42,Caleb,Spell Attack,,,0.0
28,03:14:50,Caleb,Spell Attack,15.0,8.0,0.0
28,03:14:57,Caleb,Spell Attack,,,0.0
28,03:15:04,Caleb,Damage,8.0,,0.0
28,03:15:07,Caleb,Damage,8.0,,1.0
28,03:16:05,Caleb,Wisdom Save,13.0,7.0,0.0
28,03:36:50,Nott,Thieves' Tools,15.0,8.0,0.0
28,03:17:08,Nila,Strength,,,0.0
28,03:17:08,Nila,Strength,,,0.0
28,03:17:24,Caduceus,Healing,12.0,,0.0
28,03:18:10,Keg,Investigation,14.0,7.0,0.0
28,03:20:02,Nott,Investigation,26.0,20.0,0.0
28,03:21:03,Nott,Thieves' Tools,22.0,15.0,0.0
28,03:22:13,Frumpkin,Perception,15.0,15.0,0.0
28,03:25:13,Frumpkin,Stealth,19.0,15.0,0.0
28,03:32:18,Caduceus,Deception,18.0,15.0,0.0
28,03:33:08,Beau,Deception,21.0,17.0,0.0
28,03:34:28,Nila,Attack,20.0,20.0,0.0
28,03:34:33,Keg,Attack,19.0,12.0,0.0
28,03:34:35,Nott,Attack,15.0,7.0,0.0
28,03:34:30,Caduceus,Attack,20.0,17.0,0.0
28,03:34:48,Beau,Attack,12.0,5.0,0.0
28,03:34:58,Nila,Damage,16.0,,0.0
28,03:35:05,Keg,Damage,6.0,,0.0
28,03:35:21,Caduceus,Damage,8.0,,0.0
28,03:35:42,Nott,Damage,18.0,,0.0
28,03:39:54,Nila,Dexterity Save,21.0,19.0,0.0
28,03:39:56,Nott,Dexterity Save,11.0,4.0,0.0
28,03:41:14,Nila,Investigation,7.0,8.0,0.0
28,03:41:14,Nila,Investigation,1.0,1.0,0.0
28,03:43:46,Nila,Healing,7.0,,0.0
28,03:45:09,Nila,Strength,21.0,19.0,0.0
28,03:46:26,Nott,Thieves' Tools,1.0,1.0,0.0
28,03:47:34,Nott,Investigation,1.0,1.0,0.0
28,03:47:34,Nila,Healing,5.0,,0.0
29,00:24:07,Keg,Stealth,,,0.0
29,00:24:07,Keg,Stealth,9.0,4.0,0.0
29,00:32:15,Frumpkin,Perception,17.0,17.0,0.0
29,00:35:31,Keg,Stealth,,,0.0
29,00:35:31,Keg,Stealth,10.0,4.0,0.0
29,00:36:51,Nott,Stealth,1.0,1.0,0.0
29,00:38:11,Caduceus,Deception,,,0.0
29,00:38:11,Caduceus,Deception,15.0,12.0,0.0
29,00:39:18,Nott,Initiative,7.0,3.0,0.0
29,00:39:21,Caduceus,Initiative,6.0,5.0,0.0
29,00:39:24,Beau,Initiative,12.0,8.0,0.0
29,00:40:21,Beau,Attack,19.0,12.0,0.0
29,00:40:28,Beau,Damage,11.0,,0.0
29,00:41:06,Beau,Attack,1.0,1.0,0.0
29,00:41:06,Beau,Attack,17.0,10.0,0.0
29,00:41:10,Beau,Damage,11.0,,0.0
29,00:41:35,Beau,Attack,,,0.0
29,00:41:35,Beau,Attack,19.0,12.0,0.0
29,00:41:40,Beau,Damage,9.0,,1.0
29,00:42:33,Keg,Initiative,16.0,13.0,0.0
29,00:43:03,Nott,Attack,27.0,19.0,0.0
29,00:43:16,Nott,Damage,11.0,,0.0
29,00:43:23,Nott,Attack,21.0,13.0,0.0
29,00:43:28,Nott,Damage,6.0,,0.0
29,00:44:08,Caduceus,Damage,14.0,,0.0
29,00:45:00,Keg,Attack,25.0,18.0,0.0
29,00:45:13,Keg,Damage,12.0,,1.0
29,00:46:50,Beau,Perception,10.0,7.0,0.0
29,00:49:24,Nott,Stealth,27.0,17.0,0.0
29,00:49:40,Beau,Stealth,18.0,11.0,0.0
29,00:49:42,Caleb,Stealth,17.0,16.0,0.0
29,00:49:45,Caduceus,Stealth,12.0,12.0,0.0
29,00:51:50,Caleb,Perception,19.0,16.0,0.0
29,00:54:17,Keg,Stealth,,,0.0
29,00:54:17,Keg,Stealth,8.0,2.0,0.0
29,00:55:26,Shakäste,Initiative,22.0,19.0,0.0
29,00:56:06,Nott,Initiative,18.0,14.0,0.0
29,00:56:08,Caleb,Initiative,17.0,16.0,0.0
29,00:56:34,Beau,Initiative,7.0,3.0,0.0
29,00:56:46,Keg,Initiative,3.0,,0.0
29,00:56:57,Caduceus,Initiative,1.0,1.0,0.0
29,01:00:48,Shakäste,Spell Attack,14.0,7.0,0.0
29,01:01:23,Shakäste,Thieves' Tools,20.0,14.0,0.0
29,01:02:58,Nott,Attack,13.0,5.0,0.0
29,01:03:07,Nott,Attack,19.0,11.0,0.0
29,01:03:15,Nott,Damage,10.0,,0.0
29,01:04:35,Caleb,Perception,19.0,16.0,0.0
29,01:08:43,Keg,Strength,,,0.0
29,01:08:43,Keg,Strength,16.0,12.0,0.0
29,01:09:31,Caduceus,Investigation,1.0,2.0,0.0
29,01:10:45,Shakäste,Wisdom Save,20.0,13.0,0.0
29,01:12:01,Shakäste,Spell Attack,10.0,3.0,0.0
29,01:13:36,Nott,Attack,25.0,17.0,0.0
29,01:13:45,Nott,Damage,6.0,,0.0
29,01:14:03,Nott,Attack,18.0,10.0,0.0
29,01:14:07,Nott,Damage,11.0,,0.0
29,01:15:27,Caleb,Athletics,6.0,6.0,0.0
29,01:16:39,Beau,Deflect Missiles,9.0,,0.0
29,01:17:24,Beau,Attack,,,0.0
29,01:17:24,Beau,Attack,7.0,3.0,0.0
29,01:18:07,Keg,Athletics,20.0,20.0,0.0
29,01:25:09,Shakäste,Investigation,12.0,11.0,0.0
29,01:26:11,Shakäste,Spell Attack,1.0,1.0,0.0
29,01:33:45,Nott,Investigation,24.0,18.0,0.0
29,01:34:46,Nott,Thieves' Tools,20.0,13.0,0.0
29,01:35:54,Frumpkin,Stealth,1.0,1.0,0.0
29,01:39:28,Nott,Investigation,17.0,11.0,0.0
29,01:41:52,Nott,Intimidation,8.0,11.0,0.0
29,01:42:44,Keg,Attack,20.0,13.0,0.0
29,01:42:57,Keg,Damage,8.0,,0.0
29,01:42:57,Nott,Dexterity,14.0,10.0,0.0
29,01:44:11,Shakäste,Thieves' Tools,17.0,11.0,0.0
29,01:44:24,Keg,Attack,1.0,1.0,0.0
29,01:45:49,Keg,Wisdom Save,15.0,13.0,0.0
29,01:46:39,Keg,Attack,20.0,13.0,0.0
29,01:51:01,Caleb,Arcana,20.0,20.0,0.0
29,01:51:25,Beau,Dexterity Save,9.0,2.0,0.0
29,01:52:05,Beau,Strength,15.0,15.0,0.0
29,01:52:42,Keg,Strength,21.0,17.0,0.0
29,01:53:15,Keg,Dexterity Save,19.0,16.0,0.0
29,01:53:18,Beau,Dexterity Save,12.0,5.0,0.0
29,01:57:38,Beau,Healing,14.0,,0.0
29,02:01:23,Caduceus,Healing,12.0,,0.0
29,02:01:25,Caduceus,Healing,10.0,,0.0
29,02:02:41,Duchess,Stealth,1.0,1.0,0.0
29,02:11:57,Keg,Performance,11.0,,0.0
29,02:17:50,Nott,Perception,12.0,12.0,0.0
29,02:18:05,Beau,Perception,5.0,2.0,0.0
29,02:18:16,Keg,Perception,20.0,20.0,0.0
29,02:20:13,Nott,Initiative,22.0,18.0,0.0
29,02:20:21,Caleb,Initiative,15.0,14.0,0.0
29,02:20:22,Beau,Initiative,18.0,14.0,0.0
29,02:20:24,Keg,Initiative,15.0,12.0,0.0
29,02:20:55,Caduceus,Initiative,5.0,4.0,0.0
29,02:21:12,Shakäste,Initiative,1.0,1.0,0.0
29,02:23:15,Nott,Attack,12.0,4.0,0.0
29,02:23:33,Nott,Attack,20.0,12.0,0.0
29,02:23:41,Nott,Damage,10.0,,0.0
29,02:24:38,Beau,Attack,20.0,20.0,0.0
29,02:24:56,Beau,Damage,18.0,,0.0
29,02:25:26,Beau,Attack,14.0,7.0,0.0
29,02:25:35,Beau,Damage,6.0,,0.0
29,02:25:59,Beau,Attack,12.0,5.0,0.0
29,02:27:32,Keg,Attack,1.0,1.0,0.0
29,02:27:47,Keg,Attack,19.0,12.0,0.0
29,02:27:54,Keg,Damage,7.0,,0.0
29,02:28:16,Keg,Attack,15.0,8.0,0.0
29,02:32:30,Caduceus,Wisdom Save,27.0,19.0,0.0
29,02:33:56,Beau,Attack,16.0,9.0,0.0
29,02:34:07,Beau,Damage,10.0,,1.0
29,02:36:42,Shakäste,Spell Attack,11.0,4.0,0.0
29,02:40:16,Nott,Attack,12.0,4.0,0.0
29,02:40:39,Nott,Attack,22.0,14.0,0.0
29,02:40:53,Nott,Damage,17.0,,0.0
29,02:42:50,Beau,Attack,1.0,1.0,0.0
29,02:43:12,Beau,Attack,17.0,10.0,0.0
29,02:43:19,Beau,Damage,9.0,,0.0
29,02:43:52,Beau,Attack,19.0,12.0,0.0
29,02:44:00,Beau,Damage,9.0,,0.0
29,02:44:08,Beau,Attack,19.0,12.0,0.0
29,02:44:15,Beau,Damage,9.0,,1.0
29,02:45:45,Caleb,Spell Attack,20.0,20.0,0.0
29,02:45:54,Caleb,Spell Attack,19.0,11.0,0.0
29,02:46:01,Caleb,Spell Attack,23.0,15.0,0.0
29,02:46:27,Caleb,Damage,19.0,,0.0
29,02:47:29,Keg,Athletics,9.0,,0.0
29,02:48:06,Keg,Attack,26.0,19.0,0.0
29,02:48:14,Keg,Damage,10.0,,0.0
29,02:48:31,Keg,Attack,19.0,12.0,0.0
29,02:48:38,Keg,Damage,12.0,,0.0
29,02:48:50,Keg,Attack,23.0,16.0,0.0
29,02:48:56,Keg,Damage,5.0,,0.0
29,02:51:51,Keg,Wisdom Save,18.0,16.0,0.0
29,02:51:58,Beau,Wisdom Save,10.0,7.0,0.0
29,02:54:27,Caduceus,Damage,9.0,,0.0
29,02:47:56,Shakäste,Spell Attack,10.0,3.0,0.0
29,02:57:50,Nott,Attack,16.0,8.0,0.0
29,02:58:01,Nott,Damage,17.0,,0.0
29,02:58:34,Nott,Attack,17.0,9.0,0.0
29,02:58:41,Nott,Damage,7.0,,1.0
29,03:01:52,Caleb,Spell Attack,16.0,8.0,0.0
29,03:02:08,Caleb,Damage,14.0,,0.0
29,03:03:02,Keg,Attack,18.0,11.0,0.0
29,03:03:08,Keg,Damage,6.0,,0.0
29,03:03:14,Keg,Attack,,,0.0
29,03:03:17,Keg,Attack,,,0.0
29,03:05:03,Caduceus,Damage,18.0,,0.0
29,03:07:01,Caduceus,Perception,,,0.0
29,03:07:01,Caduceus,Perception,15.0,7.0,0.0
29,03:08:42,Duchess,Perception,11.0,7.0,0.0
29,03:10:43,Nott,Stealth,15.0,5.0,0.0
29,03:11:54,Caleb,Healing,7.0,,0.0
29,03:12:30,Caleb,Spell Attack,20.0,20.0,0.0
29,03:12:30,Caleb,Spell Attack,12.0,4.0,0.0
29,03:12:57,Keg,Perception,18.0,16.0,0.0
29,03:13:36,Keg,Attack,17.0,10.0,0.0
29,03:15:43,Beau,Attack,18.0,11.0,0.0
29,03:15:44,Beau,Attack,17.0,10.0,0.0
29,03:16:03,Beau,Damage,13.0,,0.0
29,03:16:16,Beau,Damage,7.0,,0.0
29,03:16:17,Beau,Damage,5.0,,0.0
29,03:16:23,Nott,Attack,9.0,1.0,0.0
29,03:17:03,Keg,Constitution Save,13.0,6.0,0.0
29,03:17:10,Caduceus,Constitution Save,14.0,8.0,0.0
29,03:17:15,Shakäste,Constitution Save,2.0,2.0,0.0
29,03:17:18,Beau,Constitution Save,6.0,3.0,0.0
29,03:18:48,Keg,Attack,18.0,11.0,0.0
29,03:18:54,Keg,Damage,7.0,,0.0
29,03:21:40,Nott,Attack,,,0.0
29,03:21:46,Nott,Damage,9.0,,0.0
29,03:21:52,Beau,Attack,24.0,17.0,0.0
29,03:23:00,Beau,Attack,,,0.0
29,03:24:25,Beau,Attack,21.0,14.0,0.0
29,03:24:43,Beau,Damage,7.0,,0.0
29,03:24:51,Beau,Damage,5.0,,0.0
29,03:25:06,Beau,Attack,23.0,16.0,0.0
29,03:25:06,Beau,Attack,23.0,16.0,0.0
29,03:25:11,Beau,Damage,8.0,,0.0
29,03:26:37,Caleb,Spell Attack,,,0.0
29,03:26:37,Caleb,Spell Attack,16.0,8.0,0.0
29,03:26:50,Caleb,Damage,6.0,,0.0
29,03:27:20,Keg,Attack,20.0,13.0,0.0
29,03:27:20,Keg,Attack,,,0.0
29,03:27:28,Keg,Damage,7.0,,0.0
29,03:27:34,Keg,Attack,,,0.0
29,03:27:34,Keg,Attack,26.0,19.0,0.0
29,03:27:49,Keg,Damage,6.0,,0.0
29,03:27:55,Keg,Attack,,,0.0
29,03:27:55,Keg,Attack,14.0,7.0,0.0
29,03:28:52,Caduceus,Healing,7.0,,0.0
29,03:29:32,Caduceus,Healing,15.0,,0.0
29,03:31:20,Shakäste,Healing,7.0,,0.0
29,03:32:26,Nott,Attack,19.0,11.0,0.0
29,03:32:35,Nott,Damage,17.0,,0.0
29,03:32:48,Nott,Attack,,,0.0
29,03:33:36,Beau,Attack,18.0,11.0,0.0
29,03:33:43,Beau,Damage,8.0,,0.0
29,03:33:50,Beau,Attack,19.0,12.0,0.0
29,03:33:54,Beau,Damage,8.0,,0.0
29,03:34:10,Beau,Attack,16.0,9.0,0.0
29,03:34:15,Beau,Damage,7.0,,0.0
29,03:34:51,Keg,Attack,11.0,4.0,0.0
29,03:35:13,Keg,Attack,9.0,2.0,0.0
29,03:35:33,Keg,Attack,17.0,10.0,0.0
29,03:35:39,Keg,Damage,6.0,,0.0
29,03:36:32,Caleb,Spell Attack,16.0,8.0,0.0
29,03:36:54,Caleb,Damage,11.0,,1.0
29,03:41:01,Caduceus,Arcana,16.0,17.0,0.0
29,03:43:16,Nott,Thieves' Tools,20.0,20.0,0.0
29,03:44:42,Caleb,Wisdom Save,21.0,18.0,0.0
29,03:50:38,Shakäste,Thieves' Tools,23.0,17.0,0.0
30,00:29:18,Nott,Insight,15.0,12.0,0.0
30,00:31:50,Beau,Investigation,,,0.0
30,00:31:50,Beau,Investigation,15.0,12.0,0.0
30,00:35:42,Nott,Investigation,22.0,13.0,0.0
30,00:43:24,Jester,Healing,13.0,,0.0
30,00:50:24,Nott,Investigation,23.0,14.0,0.0
30,00:57:09,Fjord,Intelligence,7.0,5.0,0.0
30,00:57:18,Beau,Intelligence,5.0,3.0,0.0
30,01:16:26,Caleb,Perception,17.0,14.0,0.0
30,01:35:44,Caleb,Persuasion,,,0.0
30,01:35:44,Caleb,Persuasion,20.0,20.0,0.0
30,01:54:09,Jester,Stealth,8.0,4.0,0.0
30,02:00:34,Nott,Perception,14.0,14.0,0.0
30,02:00:37,Fjord,Perception,12.0,11.0,0.0
30,02:00:40,Caduceus,Perception,24.0,16.0,0.0
30,02:00:42,Jester,Perception,21.0,17.0,0.0
30,02:50:25,Caduceus,Insight,23.0,15.0,0.0
30,02:53:21,Caleb,Deception,20.0,20.0,0.0
30,02:56:14,Caduceus,Other,,,0.0
30,02:57:52,Caduceus,Insight,,,0.0
30,02:58:11,Caduceus,Other,,,0.0
30,03:17:09,Jester,Insight,12.0,7.0,0.0
31,00:14:06,Nott,Intelligence,17.0,14.0,0.0
31,00:16:05,Nott,Intelligence,14.0,11.0,0.0
31,00:16:48,Nott,Intelligence,15.0,12.0,0.0
31,00:24:06,Jester,Forgery,15.0,8.0,0.0
31,00:24:42,Jester,Dexterity,10.0,6.0,0.0
31,00:51:15,Caleb,Persuasion,,,0.0
31,00:51:15,Caleb,Persuasion,21.0,18.0,0.0
31,00:54:49,Jester,Persuasion,20.0,16.0,0.0
31,01:03:47,Jester,Investigation,,,0.0
31,01:03:47,Jester,Investigation,11.0,10.0,0.0
31,01:07:39,Jester,Perception,20.0,16.0,0.0
31,01:07:40,Caduceus,Perception,14.0,6.0,0.0
31,01:10:20,Jester,Religion,1.0,1.0,0.0
31,01:11:50,Caduceus,Persuasion,20.0,17.0,0.0
31,01:13:33,Jester,Persuasion,7.0,3.0,0.0
31,01:17:08,Fjord,Investigation,12.0,7.0,0.0
31,01:17:13,Fjord,Investigation,9.0,4.0,0.0
31,01:17:15,Fjord,Investigation,6.0,1.0,0.0
31,01:29:39,Beau,Charisma Save,12.0,11.0,0.0
31,01:32:03,Beau,Deflect Missiles,9.0,,0.0
31,01:33:04,Beau,Deflect Missiles,11.0,,0.0
31,01:33:17,Beau,Deflect Missiles,12.0,,0.0
31,01:34:59,Caleb,Investigation,,,0.0
31,01:34:59,Caleb,Investigation,19.0,11.0,0.0
31,01:39:11,Caleb,Investigation,,,0.0
31,01:39:11,Caleb,Investigation,22.0,14.0,0.0
31,01:47:55,Fjord,Persuasion,18.0,14.0,0.0
31,01:52:53,Caduceus,Wisdom,1.0,1.0,0.0
31,01:59:11,Jester,Investigation,,,0.0
31,01:59:11,Jester,Investigation,9.0,8.0,0.0
31,02:01:22,Caduceus,Perception,,,0.0
31,02:04:37,Nott,Deception,,,0.0
31,02:04:37,Nott,Deception,13.0,16.0,0.0
31,02:06:46,Nott,Perception,14.0,14.0,0.0
31,02:08:24,Jester,Deception,16.0,12.0,0.0
31,02:10:18,Jester,Athletics,22.0,19.0,0.0
31,02:11:12,Nott,Stealth,,,0.0
31,02:11:12,Nott,Stealth,,,0.0
31,02:11:55,Jester,Acrobatics,21.0,17.0,0.0
31,02:12:30,Jester,Perception,23.0,19.0,0.0
31,02:13:44,Jester,Stealth,19.0,15.0,0.0
31,02:14:03,Nott,Deception,9.0,12.0,0.0
31,02:14:50,Nott,Dexterity Save,12.0,5.0,0.0
31,02:14:50,Nott,Dexterity Save,20.0,20.0,0.0
31,02:18:10,Jester,Blink,8.0,8.0,0.0
31,02:20:11,Jester,Blink,5.0,5.0,0.0
31,02:20:45,Jester,Athletics,12.0,9.0,0.0
31,02:21:09,Jester,Blink,20.0,20.0,0.0
31,02:22:38,Jester,Deception,,,0.0
31,02:22:38,Jester,Deception,16.0,12.0,0.0
31,02:23:32,Jester,Blink,10.0,10.0,0.0
31,02:24:04,Jester,Wisdom,22.0,18.0,0.0
31,02:24:28,Nott,Acrobatics,17.0,10.0,0.0
31,02:24:39,Jester,Blink,7.0,7.0,0.0
31,02:24:59,Jester,Blink,12.0,12.0,0.0
31,02:27:00,Jester,Blink,12.0,12.0,0.0
31,02:27:28,Nott,Stealth,,,0.0
31,02:27:28,Nott,Stealth,25.0,15.0,0.0
31,02:28:29,Jester,Blink,5.0,5.0,0.0
31,02:29:58,Jester,Stealth,,,0.0
31,02:29:58,Jester,Stealth,20.0,20.0,0.0
32,00:12:08,Fjord,Constitution,20.0,16.0,0.0
32,00:22:40,Caleb,Perception,,,0.0
32,00:22:40,Caleb,Perception,18.0,15.0,0.0
32,00:29:42,Caduceus,Nature,11.0,12.0,0.0
32,00:55:59,Caduceus,Perception,,,0.0
32,00:55:59,Caduceus,Perception,20.0,20.0,0.0
32,00:58:34,Jester,Strength,11.0,8.0,0.0
32,01:00:39,Frumpkin,Perception,10.0,7.0,0.0
32,01:02:26,Caleb,Investigation,25.0,17.0,0.0
32,01:07:03,Nott,Survival,19.0,19.0,0.0
32,01:07:50,Caduceus,Perception,21.0,18.0,0.0
32,01:07:51,Beau,Perception,8.0,5.0,0.0
32,01:09:26,Caduceus,Perception,,,0.0
32,01:09:26,Caduceus,Perception,23.0,15.0,0.0
32,01:26:30,Caduceus,Insight,27.0,19.0,0.0
32,01:33:07,Caduceus,Persuasion,12.0,9.0,0.0
32,01:36:01,Beau,Persuasion,20.0,20.0,0.0
32,01:36:01,Beau,Persuasion,17.0,16.0,0.0
32,01:40:09,Caduceus,Intimidation,7.0,4.0,0.0
32,01:41:56,Caduceus,Dexterity,12.0,11.0,0.0
32,01:48:47,Nott,Deception,-1.0,2.0,0.0
32,01:50:45,Nott,Stealth,17.0,7.0,0.0
32,01:50:45,Nott,Stealth,,,0.0
32,01:52:33,Caduceus,Perception,,,0.0
32,01:52:33,Caduceus,Perception,19.0,11.0,0.0
32,01:53:35,Caduceus,Perception,,,0.0
32,01:53:35,Caduceus,Perception,20.0,20.0,0.0
32,01:58:01,Caduceus,Arcana,1.0,1.0,0.0
32,01:58:52,Caleb,Arcana,22.0,14.0,0.0
32,02:05:36,Caduceus,Persuasion,10.0,7.0,0.0
32,02:06:43,Fjord,Deception,,,0.0
32,02:06:43,Fjord,Deception,17.0,10.0,0.0
32,02:07:51,Fjord,Perception,19.0,18.0,0.0
32,02:10:02,Caduceus,Perception,27.0,19.0,0.0
32,02:15:19,Caleb,Intelligence,23.0,18.0,0.0
32,02:15:19,Jester,Intelligence,,,0.0
32,02:21:15,Caduceus,Animal Handling,21.0,16.0,0.0
32,02:23:34,Nott,Initiative,20.0,20.0,0.0
32,02:23:36,Beau,Initiative,23.0,19.0,0.0
32,02:23:41,Caleb,Initiative,16.0,15.0,0.0
32,02:23:41,Caduceus,Initiative,16.0,15.0,0.0
32,02:23:59,Fjord,Initiative,10.0,10.0,0.0
32,02:24:04,Jester,Initiative,6.0,2.0,0.0
32,02:25:25,Nott,Attack,10.0,3.0,0.0
32,02:26:50,Nott,Attack,17.0,10.0,0.0
32,02:27:17,Nott,Damage,25.0,,0.0
